Book Name,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail,novelLink
Fishing the Myriad Heavens,https://www.novelupdates.com/series/fishing-the-myriad-heavens/,Action:Adventure:Fantasy:Martial Arts:Mystery:Supernatural:Xuanhuan,https://cdn.novelupdates.com/images/2017/06/Fishing-the-Myriad-Heavens.jpg,No Crying Out In The Face Of The Dao,(3.1 / 5.0 203 votes),"Arrogant Characters,Calm Protagonist,Confident Protagonist,Cultivation,Lucky Protagonist,Modern Day,Nationalism,Racism,Ruthless Protagonist,Weak to Strong",Chinese,"Tired of the schemes and strifes of city life Bei Feng finally returned to his hometown in the countryside
While picking asters ‘neath the Eastern fence;
My gaze upon the Southern mountain rests;
Rearing a few chickens and ducks I shall lead a simple and leisurely life!
However who would have thought that fate would play a huge joke on Bei Feng? All kinds of magical items and beings of the Myriad Worlds could actually be fished out of the Ancient Well in his yard!
Even a chicken reeled out of the well ended up chasing Bei Feng all over the yard and beating him black and blue! Speechless and aggrieved he asked the Heavens: if that day he’d fished out a Dragon instead of a chicken what would’ve happened to him!
",fishing-the-myriad-heavens, 476 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_11968.jpg,https://wuxiaworld.site/novel/fishing-the-myriad-heavens-read/
"Overlord, Love Me Tender",https://www.novelupdates.com/series/overlord-love-me-tender/,Adventure:Fantasy:Josei:Martial Arts:Romance:Xuanhuan,https://cdn.novelupdates.com/images/2017/06/olmt.jpg,Zou Mo,(3.7 / 5.0 77 votes),"Alchemy,Beautiful Female Lead,Broken Engagement,Clever Protagonist,Cold Protagonist,Confident Protagonist,Devoted Love Interests,Family Conflict,Handsome Male Lead,Love Interest Falls in Love First,Older Love Interests,Pets,Spatial Manipulation,Spirit Advisor,Strong Love Interests,Unique Cultivation Technique",Chinese,"In the 21st century she was the talented leader of the hidden family clan once she crossed over she became the number one waste?
Break off an engagement? A good-for-nothing? Open your ​​eyes and see clearly!
This lady here can just throw you into the skies and let you be closer to the sun.
With a red fan in hand to blow the world into a whirl of chaos carving a name for herself under the skies.
",overlord-love-me-tender, 99 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_12057.jpg,https://wuxiaworld.site/novel/overlord-love-me-tender-novels/
Our Binding Love: My Gentle Tyrant,https://www.novelupdates.com/series/our-binding-love-my-gentle-tyrant/,Comedy:Josei:Psychological:Romance,https://cdn.novelupdates.com/images/2019/04/Gentle-Tyrant.jpg,Fēng Yǔ Zìrán,(4.1 / 5.0 136 votes),"Adapted to Manhua,Alternate World,Betrayal,Charming Protagonist,Complex Family Relationships,Depictions of Cruelty,Devoted Love Interests,Female Protagonist,Gore,Loli,Persistent Love Interests,Possessive Characters,Ruthless Protagonist,Torture,Transmigration,Unconditional Love,Yandere",Chinese,"She was transmigrated into a novel where she became the cannon fodder who abused the male lead and ultimately suffered her demise under said male lead. And to return back home she had to obtain the city boundary map first.
Ye Mu doesn’t want to play a game! Now that she’s inside the book with such a plot the only way around her death is to kill the male lead first and let this world collapse!
However upon seeing a scraggly skinny little boy whose brows were full of perseverance her hand won’t move…
Well then she would subdue the male lead’s tyrannical tendencies! How to do it? Raise the male lead and have him help her find the city boundary map? That’s a good idea!
Despite raising him properly the male lead seems to have grown into a devious man who won’t listen to her. Moreover he lures her over with the city boundary map.
“Do you want this or not? Then come to my bed.”
Her face was full of tears. Where was the promised honest and upstanding monarch? Does she have to raise him all over again?
The man smiles and pats her on the head “Come on stop crying. Wash and go to bed.”
",our-binding-love-my-gentle-tyrant, 249 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_21950.jpg,https://wuxiaworld.site/novel/our-binding-love-my-gentle-tyrant-webnovel/
The Novel’s Villain,https://www.novelupdates.com/series/the-novels-villain/,Action:Adventure:Comedy:Fantasy:Harem:Martial Arts:Mature:Sci-fi,https://cdn.novelupdates.com/images/2019/05/novels-villain.jpg,Credo,(4.0 / 5.0 150 votes),"Alternate World,Charismatic Protagonist,Demon Lord,Dense Protagonist,Dragons,Dwarfs,Elves,Famous Protagonist,Fantasy World,Game Elements,God Protagonist,Godly Powers,Handsome Male Lead,Level System,Lucky Protagonist,Magical Technology,Misunderstandings,Money Grubber,Nationalism,Overpowered Protagonist,Proactive Protagonist,Religions,Summoning Magic,Sword Wielder,Transported to Another World,Wealthy Characters",Korean,"Lee Jin Woo once lived a dismal life.
He lived pitifully on a day to day basis in his five-pyeon studio filled with mold.
Then one day he died in a sudden fire.
When he wakes up he finds himself inside a novel.
But there’s just one issue…
He had become the novel’s villain!
",the-novels-villain, 56 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_22385.jpg,https://wuxiaworld.site/novel/the-novels-villain-webnovel/
The Predator’s Contract Partner,https://www.novelupdates.com/series/the-predators-contract-partner/,Adult:Fantasy:Josei:Romance:Smut:Tragedy,https://cdn.novelupdates.com/images/2020/11/2A68AA30-AA49-47D0-87A6-04598BA1F333.jpeg,리사벨,(3.9 / 5.0 18 votes),"Adapted to Manhwa,Aristocracy,Calm Protagonist,Clever Protagonist,Fallen Nobility,Handsome Male Lead,Loyal Subordinates,Marriage of Convenience,Power Struggle,Revenge,Second Chance,Smart Couple,Strong Love Interests,Weak to Strong",Korean,"“You shouldn’t have crossed this line Elisha if you didn’t want it to be like this.”
A sturdy arm wrapped around her swaying body. Her head became hazy and an intentional hot sweet sigh was pulled out of her.
‘How the hell did I get myself in this situation—’
Elisha recalled. This never happened before.
‘Yeah I remember.’
Her future in which she would become the fake concubine to a demonic man from the same family and would be eaten to death—even down to her bone marrow. A future in which the Cartier ducal family is embroiled in a power struggle and fragmented.
To avoid that future Elisha threw herself at Lucerne the archrival of her former life.
Yeah. There was no problem. She knew this man before and after her regression. She already knew he was the most notorious maniac in the Empire.
20-year-old Elisha owes 30000 gold coins (about 15 billion won in Korean currency or around 15 million in USD).
After going back in time in order to avoid a hellish life because of debt she becomes the most capable illegitimate child in the world and visits Lucerne the archenemy of her master. 
“What do you want from me?”
“Please lend me some money. And…… make me your subordinate. I’ll give you all the information I have.”
“Why should I trust you?”
“I’ll give myself up as collateral.”
Lucerne listened to Elisha and watched her quietly.
“Okay. But I decide how to deal with the collateral.”
“…….”
“First of all marry me.”
“…… huh?”
Elisha didn’t expect it either. That her information transaction would become a marriage contract.
",the-predators-contract-partner, 8 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_36519.jpg,https://wuxiaworld.site/novel/the-predators-contract-partner/
Valhalla Saga,https://www.novelupdates.com/series/valhalla-saga/,Action:Adult:Adventure:Comedy:Fantasy:Harem:Martial Arts:Mature:Shounen,https://cdn.novelupdates.com/images/2018/09/Valhalla-Saga.jpg,Chwiryong,(4.3 / 5.0 479 votes),"Army,Beautiful Female Lead,Cunning Protagonist,Determined Protagonist,Dwarfs,European Ambience,Fantasy World,Genius Protagonist,God Protagonist,Hard-Working Protagonist,Legends,Master-Servant Relationship,Monster Tamer,Multiple Realms,Polygamy,Reincarnated in Another World,Skill Assimilation,Special Abilities,Sword And Magic,Time Skip,Wars,World Tree",Korean,"A professional gamer dies unexpectedly during an E-Sports tournament and is sent to Valhalla a heaven reserved for only the greatest of warriors.
The warriors of Valhalla are pitted against a struggle for survival in the face of a common enemy. Fortunately within each warrior lies the roots to their own saga a legendary tale of their ascendence to fame and feats of great achievement alike.
Witness the birth of an epic saga as this gamer challenges legends and carves a path toward the ultimate glory.
The story itself revolves around Nordic mythology and incorporates a gaming system alongside magical wizards and mighty warriors.
",valhalla-saga, 251 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_14594.jpg,https://wuxiaworld.site/novel/valhalla-saga/
I Suddenly Became a Mother,https://www.novelupdates.com/series/i-suddenly-became-a-mother/,Drama:Historical:Josei:Romance:Slice of Life,https://cdn.novelupdates.com/images/2019/04/ECA1B8ECA780EC9790-EC9784EBA788EAB080-EB9098EC9788EB8B.jpg,Bird Poop,(3.8 / 5.0 68 votes),"Amnesia,Aristocracy,Charming Protagonist,Coming of Age,Cute Protagonist,Devoted Love Interests,Doting Parents,Familial Love,Female Protagonist,Handsome Male Lead,Kind Love Interests,Mysterious Past,R-15,Unconditional Love",Korean,"One day wandering the streets complaining of hunger a cute boy runs to her and shouts “Mama!”
The handsome Duke the father of the child offers a contract to provide food and lodging when she becomes a nanny.
Lina the poor beggar who suddenly had a son finds out that the dead Duchess looks just like her… She tries to recall the lost memories of her past and surprisingly it was connected to the Duke and the late Duchess.
",i-suddenly-became-a-mother, 0 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_22184.jpg,https://wuxiaworld.site/novel/i-suddenly-became-a-mother/
Almighty Coach,https://www.novelupdates.com/series/almighty-coach/,Slice of Life:Sports,https://cdn.novelupdates.com/images/2018/03/AlmightyCoach.jpg,Victory General,(3.3 / 5.0 103 votes),"Books,Determined Protagonist,Male Protagonist,Poor to Rich,System Administrator",Chinese,"How could a poor graduate student without any background or connections become successful? With a coaching system? An upgrade? This is not a computer game but real life we’re talking about!
This will be a fantasy based on reality. Dai Li will fight back against all those who would mock and humiliate him with his astonishing and awe-inspiring training skills. From a nobody he’ll try to become the most illustrious coach in the sports world so join him in proving to everyone who’s the real master here!
",almighty-coach, 107 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_16041.jpg,https://wuxiaworld.site/novel/almighty-coach-webnovel-novels/
Super Soldier,https://www.novelupdates.com/series/super-soldier/,Action:Adventure:Ecchi:Fantasy:Harem:Horror:Martial Arts:Romance:Sci-fi:Supernatural,https://cdn.novelupdates.com/images/2018/11/101ecef1545403f69722d665c41c7122.jpeg,Liang Bufan,(3.1 / 5.0 67 votes),"Beautiful Female Lead,Cunning Protagonist,Male Protagonist",Chinese,"Xiao Bing who used to be a top soldier in mercenary and came back to normal life because of the death of his best friend. He started over played dumb and coped with difficulties. He stood on the bones of others and held beauty by his side. Finally he succeeded and became the emperor of the city.
“Brother Bing please protect my little sister as well as my families carefully. I feel lucky to accompany you during these 6 years. It is my honor to go through fire and water with you. I’m not regretful!”
I’m not regretful!
Thinking of what Su Peiya had said before dying Xiao Bing clenched his fists tightly and cried. He made a decision to protect Su Peiya’s families before finding the spy of Long Men and to make rightful claims for Su Peiya.
Xiao Bing did not love Su Peiya but he regarded her as his only best friend!
He unfastened the seat belt when the plane landed safely. Looking at the urn in his hands he sighed “We have arrived at Jiang City. You get home now Peiya.”
",super-soldier, 129 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_7824.jpg,https://wuxiaworld.site/novel/super-soldier/
Evolution Theory of the Hunter,https://www.novelupdates.com/series/evolution-theory-of-the-hunter/,Action:Adventure:Drama:Fantasy:Harem:Mystery:Psychological:Romance:Seinen:Supernatural,https://cdn.novelupdates.com/images/2016/05/hunter-1.jpg,음란파괴왕,(3.9 / 5.0 544 votes),"Arrogant Characters,Cheats,Dungeons,Friendship,Handsome Male Lead,Love Interest Falls in Love First,Modern Day,Monsters,Pragmatic Protagonist,Slow Romance,Teamwork,Weak to Strong",Korean,"In a world of dungeons and monsters you can become strong if you merely have enough money.
Rare skillbooks that can magically upgrade your skills in an instant are sold at exorbitant prices. So only the privileged and rich are able to buy their way to become hunters – a much revered occupation that allows one to enter dungeons and hunt monsters.
Our MC is a porter a sort of caddie for hunters. He dreams of one day becoming a hunter when he comes into possession of a skillbook.
But the skill is a level 0. Something unheard of. No one wants it. People laugh at it. But he learns the skill – only to find that it may be the most amazing one yet.
",evolution-theory-of-the-hunter, 226 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_5651.jpg,https://wuxiaworld.site/novel/evolution-theory-of-the-hunter/
The Duchess and the Devil,https://www.novelupdates.com/series/the-duchess-and-the-devil/,Drama:Fantasy:Josei:Mystery:Romance:Smut,https://cdn.novelupdates.com/images/2020/09/xxlarge_7.jpeg,Mongsu,(4.4 / 5.0 31 votes),"Aristocracy,Character Growth,Contracts,Cunning Protagonist,Demi-Humans,Demons,Determined Protagonist,European Ambience,Fantasy World,First Love,Handsome Male Lead,Investigations,Kingdoms,Long Separations,Lovers Reunited,Marriage,Mysterious Past,Nobles,Possession,Pregnancy,Returning from Another World,Second Chance,Special Abilities,Wealthy Characters",Korean,"Her husband Derek Vaisil who had a funeral four days ago suddenly came back to life. But this man was so different from before he died!
“I’m hungry wife.”
From regularly turning up in the dining room that he had always avoided
“How about we use the same bedroom?”
To a furtive suggestion of combining their bedrooms that they had always been using separately.
What in the world happened to this man?
*
“You always give off this delicious smell…………. but how can I bear with it?”
Right now at this moment Judith felt like he was a cruel predator who would completely devour her from head to toe easily.
“You uh what the hell are you?”
He who tormented her as he repeatedly sucked on her soft earlobe and put his tongue inside her ear chuckled.
“What am I?”
Derrick kissed her chin and whispered languidly.
“I am your husband Judith.”
",the-duchess-and-the-devil, 9 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_34710.jpg,https://wuxiaworld.site/novel/the-duchess-and-the-devil/
Story of a Big Player from Gangnam,https://www.novelupdates.com/series/story-of-a-big-player-from-gangnam/,Drama:Harem:Romance,https://cdn.novelupdates.com/images/2019/04/gangnamstory56.jpg,Ag Jung Seon,(2.8 / 5.0 32 votes),"Business Management,Modern Day",Korean,"This is the story of a poor young man whose poverty even shreds apart their family willing to climb his way through society and into the top
",story-of-a-big-player-from-gangnam, 45 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_22041.jpg,https://wuxiaworld.site/novel/story-of-a-big-player-from-gangnam-freeread-mtl/
You are the Supporting Role,https://www.novelupdates.com/series/you-are-the-supporting-role/,Adult:Comedy:Fantasy:Harem:Josei:Romance:Smut,https://cdn.novelupdates.com/images/2020/10/You-are-the-Supporting-Role.jpeg,Lachik De,(3.7 / 5.0 40 votes),"Acting,Charming Protagonist,Contracts,Death,Determined Protagonist,Female Protagonist,Human-Nonhuman Relationship,Knights,Nobles,Poor Protagonist,Reverse Harem,Seduction,Shameless Protagonist,Transmigration,Weak to Strong",Korean,"The seductive woman’s body was ethereal beautiful and sweet. 
No man would be able to come to his senses with that enchanting curvaceous figure in front of his eyes.
The man had his head bowed between her legs sucking the honey from her shriving petals. 
The elastic tip of the tongue licked up the vagina long and the swollen clitoris end was sucked. 
At the same time his thick fingers went in and out of her vagina and dug inside.
At that moment her white body convulsed with terrible pleasure.
“Oh no no no more……!!”
She begged cried and climaxed. But the man wasn’t satisfied with this. 
He pushed his tongue into the twitching tunnel and began to lick to the inside of the convulsions. 
Like a s*upid bug that drowns in honey.
So he didn’t even notice. 
A sly smile that rose to her delicate face groaning beneath him.
",you-are-the-supporting-role, 15 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_35511.jpg,https://wuxiaworld.site/novel/you-are-the-supporting-role/
Eternal Reverence,https://www.novelupdates.com/series/eternal-reverence/,Action:Adventure:Martial Arts:Xuanhuan,https://cdn.novelupdates.com/images/2018/04/yhzz.jpg,Jian You Tai Xu,(3.5 / 5.0 104 votes),"Adapted to Anime,Ancient Times,Beasts,Broken Engagement,Fast Cultivation,Male Protagonist,Sword Wielder",Chinese,"Pinnacle of martial mountain shifting and sea filling catching stars and seizing the moon reverse the flow of time!
Extremity of the sword one sword to form the dao one sword to reach the immortals one sword to break the laws!
The young Li Fuchen chanced upon the Golden Talisman which allowed his spirit soul to constantly evolve. In this world where prodigies and experts were everywhere he used the sword in his hand to ascend to the absolute pinnacle.
The world will decay one day but my reverence shall be eternal.
",eternal-reverence, 667 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_16345.jpg,https://wuxiaworld.site/novel/eternal-reverence/
Omni-Magician,https://www.novelupdates.com/series/omni-magician/,Action:Adventure:Comedy:Fantasy:Harem:Mecha,https://cdn.novelupdates.com/images/2016/03/omni-mage.png,Fire Cannon,(3.9 / 5.0 243 votes),"Arranged Marriage,Artificial Intelligence,Elemental Magic,Magic,Male Protagonist,Programmer,Slow Romance,Transmigration",Chinese,"“Magic can be activated like a computer program in this world!” Top hacker Ye Chui astonishingly discovered after being reborn in another world.
Mastering the programming language allows you to develop all sorts of programs and so mastering the magic language allows you to release all sorts of spells!
With his experience and intuition as the top hacker he shall be omnipotent!
Specialist Realm? Divine Realm? Profound Realm?
These are nothing!
Water Fire Lightning Wind Earth Spatial Dark Light. With all kinds of magic elements at his disposal he is the Omni-Magician unprecedented in history!
",omni-magician, 191 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_5212.jpg,https://wuxiaworld.site/novel/omni-magician/
The Hidden Dungeon Only I Can Enter,https://www.novelupdates.com/series/the-hidden-dungeon-only-i-can-enter/,Action:Adventure:Comedy:Ecchi:Fantasy:Harem:Romance:School Life:Supernatural,https://cdn.novelupdates.com/images/2017/07/HiddenDung.jpg,Seto Meguru,(3.6 / 5.0 198 votes),"Academy,Adapted to Manga,Aristocracy,Character Growth,Charming Protagonist,Conditional Power,Dense Protagonist,Dungeons,Elves,Female Master,Guilds,Hidden Abilities,Love Interest Falls in Love First,Master-Disciple Relationship,Nobles,Perverted Protagonist,Politics,R-15,Skill Assimilation,Strong Love Interests,Sudden Wealth,Weak to Strong",Japanese,"Noir third son of a “beggar noble” lost his job and was at a loss but fortune struck just as he was contemplating becoming an adventurer.
Hidden Dungeons that no one knows how to enter. Legendary places full of extremely rare magical beasts magic tools for power beyond measure and items that would be considered a rarity all over the world.
To such a dungeon the entrance was opened.
“Without telling anyone about this place I’ll secretly become the strongest.”
This world is harsh to nobles of poverty.
Without authority or honor if I could at least acquire power――
",the-hidden-dungeon-only-i-can-enter, 146 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_10681.jpg,https://wuxiaworld.site/novel/the-hidden-dungeon-only-i-can-enter/
God of Money,https://www.novelupdates.com/series/god-of-money/,Mature:Psychological:Slice of Life:Tragedy,https://cdn.novelupdates.com/images/2019/02/God-of-Money.jpg,SOKIN,(3.8 / 5.0 68 votes),"Betrayal,Business Management,Calm Protagonist,Charismatic Protagonist,Economics,Male Protagonist,Money Grubber,Personality Changes,Programmer,Ruthless Protagonist,Tragic Past,Unrequited Love",Korean,"Is money really everything in a life?
If you could live through your life again you must become a God of money. A person who lives for money. A person who treats money with the worth it deserves.
",god-of-money, 7 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_20971.jpg,https://wuxiaworld.site/novel/god-of-money-webnovel-freeread-mtl/
Forgotten Juliet,https://www.novelupdates.com/series/forgotten-juliet/,Fantasy:Historical:Romance,https://cdn.novelupdates.com/images/2020/04/EVStEpiUUAAj6mV.jpg,차유로,(4.4 / 5.0 106 votes),"Aristocracy,Cold Love Interests,European Ambience,Handsome Male Lead,Protagonist Falls in Love First,Slow Romance",Korean,"“Your Highness there’s something I’d really like for my birthday.”
“What is it?”
“Will you promise to listen?”
Then the man blatantly laughed.
But who would point out his arrogance – a young Northern Duke who’s not even afraid of the Emperor? He could even get a throne if he wished for it.
But it was just a sweet lover’s birthday wish.
“Alright. I swear.”
So Juliet spoke lightly
“Please break up with me. I don’t love you anymore.”
A fiance just for show. A succession of meaningless nights.
Now is the time to end seven years of unrequited love.
",forgotten-juliet, 5 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_29303.jpg,https://wuxiaworld.site/novel/forgotten-juliet/
The Godsfall Chronicles,https://www.novelupdates.com/series/the-godsfall-chronicles/,Action:Adventure:Fantasy:Martial Arts:Mature:Mystery:Sci-fi:Supernatural:Tragedy,https://cdn.novelupdates.com/images/2017/01/1906906-1473328753000.jpg,Half-Drunk Wanderer,(4.0 / 5.0 353 votes),"Abandoned Children,Artifacts,Beasts,Cannibalism,Cruel Characters,Determined Protagonist,Gods,Handsome Male Lead,Human Experimentation,Male Protagonist,Monsters,Naive Protagonist,Revenge,Schemes And Conspiracies,Survival,Unreliable Narrator,World Travel",Chinese,"The nuclear holocaust which caused the collapse of the Old Times on Earth should have wiped out all human life on the planet.  Yes the gods set up their beautiful Elysiums to provide sanctuaries for their chosen but by all rights everyone outside the elysian lands should’ve perished long ago.  Yet somehow human life still managed to persist even in the deadly mutant-infested wastelands.
           Cloudhawk was a young scavenger who dreamed of being as free as the hawks in the skies yet seemed destined to live out his life scrounging for scraps in the wasteland ruins.  Fate however is ever-fickle.  A chance meeting with a ragtag group of mercenaries changed the trajectory of his life bringing him into a world with mutants and metahumans demonhunters and godslayers and even gods and demons.  Cloudhawk would find his own place in a world that was far greater than he had imagined find his own path between the zealous light of Sumeru and the whispering darkness of the Abyss… and one day he would find that even gods may fall.
",the-godsfall-chronicles, 909 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_9299.jpg,https://wuxiaworld.site/novel/the-godsfall-chronicles-read-novelgggggggg/
The World of Otome Games is Tough For Mobs,https://www.novelupdates.com/series/the-world-of-otome-games-is-tough-for-mobs/,Action:Adventure:Comedy:Drama:Fantasy:Harem:Mecha:Romance:School Life:Sci-fi:Shounen,https://cdn.novelupdates.com/images/2020/07/toughformobs_v2b.jpg,Mishima Yomu,(4.2 / 5.0 876 votes),"Academy,Aristocracy,Artifacts,Average-looking Protagonist,Bullying,Cheats,Cunning Protagonist,Dense Protagonist,Devoted Love Interests,Dungeons,Famous Protagonist,Hated Protagonist,Knights,Love Interest Falls in Love First,Maids,Manipulative Characters,Misunderstandings,Money Grubber,Multiple Reincarnated Individuals,Older Love Interests,Overpowered Protagonist,Polygamy,R-15,Saints,Servants,Sharp-tongued Characters,S*aves,Sudden Wealth,Technological Gap,Villainess Noble Girls,World Travel",Japanese,"Office worker Leon is reincarnated into a particularly punishing dating sim video game where women reign supreme and only beautiful men have a seat at the table. But Leon has a secret weapon: he remembers everything from his past life which includes a complete playthrough of the very game in which he is now trapped. Watch Leon spark a revolution to change this new world in order to fulfill his ultimate desire…of living a quiet easy life in the countryside!
",the-world-of-otome-games-is-tough-for-mobs, 0 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_18394.jpg,https://wuxiaworld.site/novel/the-world-of-otome-games-is-tough-for-mobs/
The Sage Who Transcended Samsara,https://www.novelupdates.com/series/the-sage-who-transcended-samsara/,Action:Adventure:Fantasy:Martial Arts:Mystery:Psychological:Supernatural:Xuanhuan,https://cdn.novelupdates.com/images/2019/05/17435126d0d51135aa4a70eb4c00f08bc818d0de901c670ce979f03a966bf10f.jpg,Cuttlefish That Loves Diving,(3.3 / 5.0 71 votes),"Aristocracy,Cultivation,Hiding True Identity,Male Protagonist,Nobles,Secret Organizations,Transmigration",Chinese,"Throughout this current life of mine I will pay no attention to my past lives nor will I seek future lives. I wish to live vigorously to pay back debt of gratitude and fulfill duty to avenge to defeat valiant heroes from all species and to proudly laugh at all the Gods and Demons of the Six Path of Reincarnation!
",the-sage-who-transcended-samsara, 189 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_6155.jpg,https://wuxiaworld.site/novel/the-sage-who-transcended-samsara-webnovel/
The Portal of Wonderland,https://www.novelupdates.com/series/the-portal-of-wonderland/,Action:Adventure:Fantasy:Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2016/05/portal-of-wonderland.jpg,Wang Yu,(4.1 / 5.0 382 votes),"Academy,Artifact Crafting,Bloodlines,Clever Protagonist,Cultivation,Eidetic Memory,Handsome Male Lead,Harsh Training,Magic,Necromancer,Romantic Subplot,Time Skip,Weak to Strong",Chinese,"A wonder falling down from heaven! A boy possessed by strange blood! Gods tremble! Demons flee! A boy from the land of Dong Zhou. A pink skull as his sworn friend until death. A story of a determined warrior struggling for power. A legend that shakes the galaxy and disturbs the worlds of god demon and man.
",the-portal-of-wonderland, 39 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_4745.jpg,https://wuxiaworld.site/novel/the-portal-of-wonderland-wuxia-world/
Omnipotent Sage,https://www.novelupdates.com/series/omnipotent-sage/,Action:Adventure:Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2018/01/600.jpg,Snake Swallows Whale,(3.0 / 5.0 96 votes),"Appearance Different from Actual Age,Arranged Marriage,Artifact Crafting,Beast Companions,Blacksmith,Body Tempering,Clever Protagonist,Cultivation,Demons,Eye Powers,Hard-Working Protagonist,Hiding True Abilities,Immortals,Lucky Protagonist,Magical Space,Mature Protagonist,Multiple POV,Past Plays a Big Role,Politics,Pregnancy,Royalty,Schemes And Conspiracies,Spatial Manipulation,Time Manipulation,Transmigration,Weak to Strong",Chinese,"Invincible fists unrivaled hammers!
Junior Leopard who traveled through time and space takes what he earns and does only what he needs to do never undertaking too much responsibility nor being so chivalrous as to do every good deed. His so-called ambitions from his past life to change the world were cast aside.
However when a forbidden bloodline awakens in his body and his eternal eyes begin to shine once again he discovers that his iron fists give him the power to force others to follow the truth and to reforge justice!
This is a cultivation legend about a modern man that was thrust into an amazing martial arts world.
",omnipotent-sage, 400 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_15435.jpg,https://wuxiaworld.site/novel/omnipotent-sage-webnovel-novels-mtl/
Demon Wang’s Golden Favorite Fei,https://www.novelupdates.com/series/demon-wangs-golden-favorite-fei/,Action:Comedy:Drama:Josei:Martial Arts:Mature:Romance,https://cdn.novelupdates.com/images/2017/01/t019a2a8cb92e3a747b.jpg,La Mi Tu,(4.1 / 5.0 760 votes),"Ancient China,Appearance Changes,Assassins,Broken Engagement,Cunning Protagonist,Doctors,Female Protagonist,Handsome Male Lead,Incest,Loyal Subordinates,Money Grubber,Multiple Reincarnated Individuals,Politics,Power Couple,Protagonist Strong from the Start,R*pe,Strong Love Interests,Underestimated Protagonist",Chinese,"“Miss since you came back every three days there will be someone who start a rumor to slander you……”
“Some say you are ugly and really ill and will not live till eighteen…….”
“Some say your personality is vulgar even rural women are not as wild…..”
“There are also people who mentioned the theft of that year. They told it like it has a nose and eyes like they personally have witnessed Miss steal the glowing pearl……”
A time traveler she became the ancient version of Cinderella. Not only did her younger sister steal her fiancé she is also sent to ChongXi by her father for other people…..
What a joke! It has always been her that slaughters people when is it their turn to be arrogant?! 
Beat her? Alright! A needle and you will no longer be able to lift your right hand!
Curse her? Deal! A kick and you’ll fall into the lake as food for carp!
Assassination? Good! Making it so you won’t be able to see tomorrow’s sun!
What? Want her to marry that Demon Wang whose eight wives died on the wedding night? No problem! She is the Demoness of the white and black world. She’d like to see who between the two of them is more evil who is more vicious.
Only after marrying into WangFu did she find out this Demon Wang is different from the rumors. Not only are there different kinds of poisons in his body he needs medication every day and every night when it’s full moon he’ll endure unbearable pain. That man’s weak appearance actually made her to let her guard down and feel pity. She vowed the one who made him like this she’ll pay him thousand no ten thousand times back! It’s just that this man he doesn’t seem the same like he is on the surface……
",demon-wangs-golden-favorite-fei, 249 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_5154.jpg,https://wuxiaworld.site/novel/demon-wangs-golden-favorite-fei/
Mini World Of Endless Fun Awaits,https://www.novelupdates.com/series/mini-world-of-endless-fun-awaits/,Action:Fantasy:Harem:Martial Arts:Sci-fi:Slice of Life:Supernatural,https://cdn.novelupdates.com/images/2020/02/Mini-world-of-endless-fun-awaits.jpg,Ting Ri,(3.8 / 5.0 24 votes),"Alternate World,Character Growth,Comedic Undertone,Game Elements,Godly Powers,Hiding True Identity,Male Protagonist,Monsters,Polygamy,Slow Growth at Start,Weak to Strong",Chinese,"The extraordinaire has disrupted the silence of the world and ever since then technology has taken a different path.
When humans find a path for evolution in the dark I’ll remove my ribs burn my heart and burn the midnight oil to become their pioneer.
This is the process of a gamer manipulating the world.
Mini world of endless fun awaits.
",mini-world-of-endless-fun-awaits, 0 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_27512.jpg,https://wuxiaworld.site/novel/mini-world-of-endless-fun-awaits-freeread/
